"date","music","love","party","location","book"
"2016-11-22",2973234.83201256,5151369.87659019,1248502.9264284,"spain","no_book"
"2016-11-23",2737019.03851929,4683593.30292907,1174975.49279759,"spain","no_book"
"2016-11-24",2573339.82232255,5471052.72271829,1166864.34600059,"spain","no_book"
"2016-11-25",2737964.79645927,5149246.43250351,1407372.27271706,"spain","no_book"
"2016-11-26",2730541.8672207,5852579.55274456,1482573.3280546,"spain","no_book"
"2016-11-27",2575568.29779086,6166490.24416084,1713693.89961792,"spain","no_book"
"2016-11-28",2572718.14856896,4835684.04876587,1395570.06176197,"spain","no_book"
"2016-11-29",2731413.76081025,4682904.35085987,1250307.23600869,"spain","no_book"
"2016-11-30",2577852.2398345,5151524.94075915,1252476.46022572,"spain","no_book"
"2016-12-01",3585097.24919472,5379239.39983092,1248388.31458885,"spain","no_book"
"2016-12-02",4063038.11154554,5227536.66035154,1638801.41406313,"spain","no_book"
"2016-12-03",3127243.41595935,5779713.10817487,1560843.85537031,"spain","no_book"
"2016-12-04",2893228.29492411,6241946.82132086,1714086.32225926,"spain","no_book"
"2016-12-05",2723028.68275759,7813586.87702976,1558290.80677761,"spain","no_book"
"2016-12-06",3752517.79838796,6013971.64308143,1481336.5884004,"spain","no_book"
"2016-12-07",3045607.25494464,5542437.77970348,1718990.77145188,"spain","no_book"
"2016-12-08",3432284.47823605,6251756.47307303,1564724.2935242,"spain","no_book"
"2016-12-09",3671025.38170921,5388059.01573066,1640438.76566006,"spain","no_book"
"2016-12-10",2964894.53618232,5855749.85040457,1875034.77655539,"spain","no_book"
"2016-12-11",3044669.09841656,5933683.52781579,1402773.46358769,"spain","no_book"
"2016-09-13",6247370.16305729,5709637.29839228,3201974.45554483,"washington","no_book"
"2016-09-14",6944336.88813632,5540138.32549178,3357180.1992596,"washington","no_book"
"2016-09-15",6163609.61954404,5073468.15118589,2736919.6593838,"washington","no_book"
"2016-09-16",6711056.13018591,5463194.67180654,3203820.14796469,"washington","no_book"
"2016-09-17",7106796.28599058,6560025.40053716,3440658.7505412,"washington","no_book"
"2016-09-18",6469015.11387769,5928874.10720249,2887345.82858749,"washington","no_book"
"2016-09-19",6011826.24892329,5697246.53286394,3042071.45816517,"washington","no_book"
"2016-09-20",6246349.54456165,5461058.26151037,2654006.40681,"washington","no_book"
"2016-09-21",6403206.65169642,5776933.35004764,3119187.80485875,"washington","no_book"
"2016-09-22",6238504.00203803,5704288.88354571,2737097.05750455,"washington","no_book"
"2016-09-23",6251922.83201256,5307497.87659019,3043974.9264284,"washington","no_book"
"2016-09-24",6406027.03851929,6401001.30292907,2970447.49279759,"washington","no_book"
"2016-09-25",6476539.82232255,6329756.72271829,3430720.34600059,"washington","no_book"
"2016-09-26",5470204.79645927,5461502.43250351,2734460.27271706,"washington","no_book"
"2016-09-27",5228589.8672207,5228067.55274456,2965789.3280546,"washington","no_book"
"2016-09-28",5776192.29779086,5307786.24416084,2806589.89961792,"washington","no_book"
"2016-09-29",5304958.14856896,4835684.04876587,2956850.06176197,"washington","no_book"
"2016-09-30",6322357.76081025,5073224.35085987,3123843.23600869,"washington","no_book"
"2016-10-01",5778476.2398345,5619908.94075915,3438268.46022572,"washington","no_book"
"2016-10-02",6083145.24919472,5613431.39983092,2887732.31458885,"washington","no_book"
"2016-10-03",6014638.11154554,5461728.66035154,2653633.41406313,"washington","no_book"
"2016-10-04",6249803.41595935,5311329.10817487,3122123.85537031,"washington","no_book"
"2016-10-05",6093852.29492411,4992922.82132086,3197302.32225926,"washington","no_book"
"2016-10-06",5611396.68275759,4925218.87702976,3119570.80677761,"washington","no_book"
"2016-10-07",6250565.79838796,5623651.64308143,2652296.5884004,"washington","no_book"
"2016-10-08",7104935.25494464,5776629.77970348,3826718.77145188,"washington","no_book"
"2016-10-09",6242588.47823605,5158860.47307303,3360196.2935242,"washington","no_book"
"2016-10-10",6012945.38170921,4685483.01573066,3201718.76566006,"washington","no_book"
"2016-10-11",5697134.53618232,5855749.85040457,3358250.77655539,"washington","no_book"
"2016-10-12",6557549.09841656,5074979.52781579,3276309.46358769,"washington","no_book"
"2016-10-13",6091242.16305729,4616741.29839228,2967782.45554483,"washington","no_book"
"2016-10-14",5539184.88813632,5149818.32549178,2888796.1992596,"washington","no_book"
"2016-10-15",6397801.61954404,5619916.15118589,3985943.6593838,"washington","no_book"
"2016-10-16",6320736.13018591,5853514.67180654,3281884.14796469,"washington","no_book"
"2016-10-17",5623580.28599058,4686489.40053716,3596786.7505412,"washington","no_book"
"2016-10-18",6390951.11387769,5226298.10720249,3511857.82858749,"washington","no_book"
"2016-10-19",6011826.24892329,4760478.53286394,3900775.45816517,"washington","no_book"
"2016-10-20",5934093.54456165,5461058.26151037,3981094.40681,"washington","no_book"
"2016-10-21",6481270.65169642,5464677.35004764,3587571.80485875,"washington","no_book"
"2016-10-22",6004312.00203803,5313968.88354571,4220313.05750455,"washington","no_book"
"2016-10-23",6564178.83201256,5463625.87659019,4371062.9264284,"washington","no_book"
"2016-10-24",5937643.03851929,5542297.30292907,3751087.49279759,"washington","no_book"
"2016-10-25",5539771.82232255,5861372.72271829,3977168.34600059,"washington","no_book"
"2016-10-26",5626332.79645927,5383438.43250351,4373804.27271706,"washington","no_book"
"2016-10-27",6789869.8672207,5228067.55274456,4136749.3280546,"washington","no_book"
"2016-10-28",6400704.29779086,5698106.24416084,4914317.89961792,"washington","no_book"
"2016-10-29",6710110.14856896,5460196.04876587,4752322.06176197,"washington","no_book"
"2016-10-30",6166229.76081025,5307416.35085987,5153507.23600869,"washington","no_book"
"2016-10-31",5934604.2398345,5151524.94075915,4296972.46022572,"washington","no_book"
"2016-11-01",6161209.24919472,5301175.39983092,3121924.31458885,"washington","no_book"
"2016-11-02",6326894.11154554,5149472.66035154,3356209.41406313,"washington","no_book"
"2016-11-03",6405931.41595935,5545521.10817487,3356315.85537031,"washington","no_book"
"2016-11-04",7030620.29492411,5695498.82132086,3275366.32225926,"washington","no_book"
"2016-11-05",6626228.68275759,6330370.87702976,3978274.80677761,"washington","no_book"
"2016-11-06",6406693.79838796,5467523.64308143,3511000.5884004,"washington","no_book"
"2016-11-07",6168167.25494464,5152117.77970348,3514462.77145188,"washington","no_book"
"2016-11-08",5305820.47823605,5393052.47307303,4531156.2935242,"washington","no_book"
"2016-11-09",4061345.38170921,4217099.01573066,5387510.76566006,"washington","no_book"
"2016-11-10",5619070.53618232,5621557.85040457,3826634.77655539,"washington","no_book"
"2016-11-11",5854973.09841656,5699491.52781579,3978885.46358769,"washington","no_book"
"2016-11-12",6793818.16305729,6412213.29839228,3514230.45554483,"washington","no_book"
"2016-11-13",5851440.88813632,6398842.32549178,3513308.1992596,"washington","no_book"
"2016-11-14",5226841.61954404,5854108.15118589,2971111.6593838,"washington","no_book"
"2016-11-15",6242672.13018591,5775450.67180654,3438012.14796469,"washington","no_book"
"2016-11-16",6248092.28599058,5701321.40053716,3128402.7505412,"washington","no_book"
"2016-11-17",6937399.11387769,4835978.10720249,2887345.82858749,"washington","no_book"
"2016-11-18",7182786.24892329,5463054.53286394,3900775.45816517,"washington","no_book"
"2016-11-19",6948925.54456165,6007506.26151037,3746902.40681,"washington","no_book"
"2016-11-20",6559334.65169642,5854997.35004764,3353379.80485875,"washington","no_book"
"2016-11-21",7799784.00203803,4923648.88354571,2737097.05750455,"washington","no_book"
"2016-11-22",6408050.83201256,5385561.87659019,2965910.9264284,"washington","no_book"
"2016-11-23",6406027.03851929,5230041.30292907,2814319.49279759,"washington","no_book"
"2016-11-24",6320411.82232255,5939436.72271829,2650080.34600059,"washington","no_book"
"2016-11-25",6563100.79645927,4915054.43250351,2422204.27271706,"washington","no_book"
"2016-11-26",7102125.8672207,6242899.55274456,3434173.3280546,"washington","no_book"
"2016-11-27",6556832.29779086,6478746.24416084,2962717.89961792,"washington","no_book"
"2016-11-28",6319790.14856896,5616324.04876587,2644594.06176197,"washington","no_book"
"2016-11-29",7102997.76081025,5385480.35085987,2733523.23600869,"washington","no_book"
"2016-11-30",6559116.2398345,4839268.94075915,2735692.46022572,"washington","no_book"
"2016-12-01",6785721.24919472,4988919.39983092,3121924.31458885,"washington","no_book"
"2016-12-02",7810110.11154554,5852048.66035154,2731697.41406313,"washington","no_book"
"2016-12-03",7576891.41595935,6091969.10817487,2887931.85537031,"washington","no_book"
"2016-12-04",7108684.29492411,6398074.82132086,3665686.32225926,"washington","no_book"
"2016-12-05",5845588.68275759,5237474.87702976,2495058.80677761,"washington","no_book"
"2016-12-06",6797013.79838796,4764947.64308143,3198744.5884004,"washington","no_book"
"2016-12-07",6636551.25494464,5464373.77970348,3514462.77145188,"washington","no_book"
"2016-12-08",7023228.47823605,5080796.47307303,2969876.2935242,"washington","no_book"
"2016-12-09",6793585.38170921,4919675.01573066,2655270.76566006,"washington","no_book"
"2016-12-10",7102286.53618232,5621557.85040457,3982762.77655539,"washington","no_book"
"2016-12-11",7025933.09841656,6948515.52781579,3588565.46358769,"washington","no_book"
"2016-09-13",3563199.4368245,4898911.5239433,3172015.89180922,"berlin","with_book"
"2016-09-14",3249515.19014072,4733382.54392075,3018777.90409509,"berlin","with_book"
"2016-09-15",3489139.09368309,4506922.44634611,3731714.07123582,"berlin","with_book"
"2016-09-16",4407014.40589175,4252149.01702825,3866327.19060435,"berlin","with_book"
"2016-09-17",5133151.76122016,5991734.31716438,5526279.72996421,"berlin","with_book"
"2016-09-18",3146288.73532054,6040997.67547438,3155636.34027988,"berlin","with_book"
"2016-09-19",3167364.66582948,4492100.90606446,2773677.21097453,"berlin","with_book"
"2016-09-20",2773564.90611529,4876612.9621482,2616090.83666918,"berlin","with_book"
"2016-09-21",3484910.62852074,4341762.60128649,3323457.83569754,"berlin","with_book"
"2016-09-22",4090739.3424926,4961689.2710796,3321589.1038247,"berlin","with_book"
"2016-09-23",3954025.26382344,4961172.97477686,4727221.87064399,"berlin","with_book"
"2016-09-24",4348344.50858706,6294938.13401871,5596494.07762927,"berlin","with_book"
"2016-09-25",3325751.62901359,6223668.90209876,3636943.93627218,"berlin","with_book"
"2016-09-26",3478600.6942912,5343291.93583852,3474978.67521789,"berlin","with_book"
"2016-09-27",3405203.99535441,4419262.39597704,3171934.95439584,"berlin","with_book"
"2016-09-28",3172017.28673914,4655206.5298348,2778581.08250823,"berlin","with_book"
"2016-09-29",3699617.25975689,5181815.57067275,3615438.4577122,"berlin","with_book"
"2016-09-30",4338699.24559237,6055932.47021411,4028641.33385365,"berlin","with_book"
"2016-10-01",4185051.7696835,6368453.59777002,4811358.66042576,"berlin","with_book"
"2016-10-02",4329826.57390978,6982615.49781199,5193530.0747695,"berlin","with_book"
"2016-10-03",4108938.26316058,5507898.64997751,3714411.34199529,"berlin","with_book"
"2016-10-04",3805726.14880973,4974866.73101856,3176162.01284433,"berlin","with_book"
"2016-10-05",3489679.37322153,5979798.42972211,3559541.35203572,"berlin","with_book"
"2016-10-06",3397746.34451352,4975150.08499315,4106194.07399358,"berlin","with_book"
"2016-10-07",4663209.16801663,5831771.23847929,4109307.09177262,"berlin","with_book"
"2016-10-08",4814952.6220496,6375303.38380236,5361888.79913412,"berlin","with_book"
"2016-10-09",4032628.91213343,5681301.66792857,4897379.07253496,"berlin","with_book"
"2016-10-10",3718949.79399977,4421128.99119021,3093510.96516307,"berlin","with_book"
"2016-10-11",3721633.26512093,4348338.62662771,4270961.62953327,"berlin","with_book"
"2016-10-12",4017492.92778678,4252140.78676237,3858613.47844789,"berlin","with_book"
"2016-10-13",3959519.4368245,4592655.5239433,3412207.89180922,"berlin","with_book"
"2016-10-14",3868027.19014072,4571254.54392075,3559225.90409509,"berlin","with_book"
"2016-10-15",4345843.09368309,5363626.44634611,6227762.07123582,"berlin","with_book"
"2016-10-16",3746438.40589175,5543173.01702825,4064455.19060435,"berlin","with_book"
"2016-10-17",3021423.76122016,3880006.31716438,4195191.72996422,"berlin","with_book"
"2016-10-18",3390480.73532054,5270357.67547438,3946276.34027988,"berlin","with_book"
"2016-10-19",3565684.66582948,4656228.90606446,3874573.21097453,"berlin","with_book"
"2016-10-20",3956524.90611529,4498292.9621482,3720986.83666918,"berlin","with_book"
"2016-10-21",4577806.62852074,5044338.60128649,6133761.83569754,"berlin","with_book"
"2016-10-22",4256867.3424926,5908457.2710796,6532213.1038247,"berlin","with_book"
"2016-10-23",5227049.26382344,4516788.97477686,5063477.87064399,"berlin","with_book"
"2016-10-24",3331512.50858706,5121978.13401871,4345470.07762927,"berlin","with_book"
"2016-10-25",3161623.62901359,4342132.90209876,4409583.93627218,"berlin","with_book"
"2016-10-26",3890920.6942912,5365291.93583852,4433746.67521789,"berlin","with_book"
"2016-10-27",3733459.99535441,5215902.39597704,4280830.95439584,"berlin","with_book"
"2016-10-28",4122785.28673914,5996294.5298348,5993205.08250823,"berlin","with_book"
"2016-10-29",3489425.25975689,5440007.57067275,7854894.4577122,"berlin","with_book"
"2016-10-30",4664955.24559237,5055100.47021411,5916177.33385365,"berlin","with_book"
"2016-10-31",4261115.7696835,4180661.59777002,5433870.66042576,"berlin","with_book"
"2016-11-01",4187698.57390978,3717927.49781199,3958506.0747695,"berlin","with_book"
"2016-11-02",3736618.26316058,4979450.64997751,3576283.34199529,"berlin","with_book"
"2016-11-03",3499470.14880973,4512482.73101856,3338290.01284433,"berlin","with_book"
"2016-11-04",4110191.37322153,4180326.42972211,4336181.35203572,"berlin","with_book"
"2016-11-05",4802898.34451352,5755790.08499315,5979730.07399358,"berlin","with_book"
"2016-11-06",3572313.16801663,5911835.23847929,3955179.09177262,"berlin","with_book"
"2016-11-07",3401800.6220496,4806023.38380236,3246160.79913412,"berlin","with_book"
"2016-11-08",3948564.91213343,4114021.66792857,3173971.07253496,"berlin","with_book"
"2016-11-09",3240565.79399977,3864680.99119021,2927382.96516307,"berlin","with_book"
"2016-11-10",3553505.26512093,4492466.62662771,3166065.62953327,"berlin","with_book"
"2016-11-11",3883364.92778678,5679292.78676237,3880613.47844789,"berlin","with_book"
"2016-11-12",4191711.4368245,5683551.5239433,4815359.89180922,"berlin","with_book"
"2016-11-13",4650667.19014072,5197766.54392075,3951545.90409509,"berlin","with_book"
"2016-11-14",4566035.09368309,5037370.44634611,3091202.07123582,"berlin","with_book"
"2016-11-15",4258886.40589175,4338213.01702825,3405943.19060435,"berlin","with_book"
"2016-11-16",3816063.76122016,4362390.31716438,3350487.72996421,"berlin","with_book"
"2016-11-17",3338416.73532054,4749909.67547438,3347764.34027988,"berlin","with_book"
"2016-11-18",3958004.66582948,4970484.90606446,4266893.21097453,"berlin","with_book"
"2016-11-19",4671100.90611529,6071572.9621482,5060074.83666918,"berlin","with_book"
"2016-11-20",3965294.62852074,5056338.60128649,3413521.83569754,"berlin","with_book"
"2016-11-21",5113571.3424926,4579369.2710796,2783141.1038247,"berlin","with_book"
"2016-11-22",3883961.26382344,4500788.97477686,2939749.87064399,"berlin","with_book"
"2016-11-23",3559704.50858706,4179210.13401871,2856254.07762927,"berlin","with_book"
"2016-11-24",3716071.62901359,4506260.90209876,3090495.93627218,"berlin","with_book"
"2016-11-25",4281240.6942912,4974971.93583852,3731170.67521789,"berlin","with_book"
"2016-11-26",4502099.99535441,4969710.39597704,4971406.95439584,"berlin","with_book"
"2016-11-27",4194849.28673914,4350950.5298348,3411093.08250823,"berlin","with_book"
"2016-11-28",3013041.25975689,4573303.57067275,3553374.4577122,"berlin","with_book"
"2016-11-29",3021611.24559237,4582716.47021411,2633489.33385365,"berlin","with_book"
"2016-11-30",3340347.7696835,4743109.59777002,3107950.66042576,"berlin","with_book"
"2016-12-01",3094802.57390978,5045015.49781199,2865610.0747695,"berlin","with_book"
"2016-12-02",4036874.26316058,4811322.64997751,3642347.34199529,"berlin","with_book"
"2016-12-03",4502302.14880973,4968866.73101856,4263058.01284433,"berlin","with_book"
"2016-12-04",4740703.37322153,5279222.42972211,4029925.35203572,"berlin","with_book"
"2016-12-05",3555874.34451352,4352638.08499315,2468850.07399358,"berlin","with_book"
"2016-12-06",3181993.16801663,4428619.23847929,3174539.09177262,"berlin","with_book"
"2016-12-07",3241672.6220496,4645895.38380236,2305392.79913412,"berlin","with_book"
"2016-12-08",3255988.91213343,5138853.66792857,3183971.07253496,"berlin","with_book"
"2016-12-09",4255397.79399977,5035640.99119021,3708022.96516307,"berlin","with_book"
"2016-12-10",4340145.26512093,5435234.62662771,5513985.62953327,"berlin","with_book"
"2016-12-11",4117556.92778678,6537996.78676237,3646421.47844789,"berlin","with_book"
"2016-09-13",1275343.4368245,1986543.5239433,415775.891809224,"france","with_book"
"2016-09-14",1504107.19014072,2051206.54392075,414665.904095091,"france","with_book"
"2016-09-15",1425475.09368309,2209066.44634611,419026.071235823,"france","with_book"
"2016-09-16",1662774.40589175,2054357.01702825,497575.190604351,"france","with_book"
"2016-09-17",2136719.76122016,2683046.31716438,578247.729964215,"france","with_book"
"2016-09-18",1655072.73532054,2676245.67547438,649588.340279885,"france","with_book"
"2016-09-19",1431956.66582948,1897988.90606446,491821.210974526,"france","with_book"
"2016-09-20",1432476.90611529,1896180.9621482,416298.83666918,"france","with_book"
"2016-09-21",1431246.62852074,2131970.60128649,489153.835697536,"france","with_book"
"2016-09-22",1422563.3424926,1981257.2710796,419221.103824699,"france","with_book"
"2016-09-23",1516041.26382344,2210932.97477686,493765.870643988,"france","with_book"
"2016-09-24",1982424.50858706,2758058.13401871,576398.077629273,"france","with_book"
"2016-09-25",1740471.62901359,2608724.90209876,568447.936272175,"france","with_book"
"2016-09-26",1593064.6942912,1896475.93583852,496546.675217885,"france","with_book"
"2016-09-27",1427603.99535441,1895214.39597704,413694.954395837,"france","with_book"
"2016-09-28",1586737.28673914,1977030.5298348,412661.082508233,"france","with_book"
"2016-09-29",1505825.25975689,1895127.57067275,484878.457712202,"france","with_book"
"2016-09-30",1662523.24559237,2052668.47021411,493761.333853651,"france","with_book"
"2016-10-01",2135387.7696835,2601381.59777002,575902.660425763,"france","with_book"
"2016-10-02",1893842.57390978,2438903.49781199,571754.074769496,"france","with_book"
"2016-10-03",1356698.26316058,1740826.64997751,415723.341995286,"france","with_book"
"2016-10-04",1355742.14880973,1978434.73101856,491986.012844331,"france","with_book"
"2016-10-05",1512079.37322153,1816406.42972211,489045.352035723,"france","with_book"
"2016-10-06",1420146.34451352,1904654.08499315,411186.073993577,"france","with_book"
"2016-10-07",1592713.16801663,2058699.23847929,570427.091772624,"france","with_book"
"2016-10-08",2056712.62204959,2680295.38380236,573984.799134118,"france","with_book"
"2016-10-09",1818836.91213343,2686869.66792857,575859.072534958,"france","with_book"
"2016-10-10",1433093.79399977,1901080.99119021,417334.965163066,"france","with_book"
"2016-10-11",1351713.26512093,1900354.62662771,495889.62953327,"france","with_book"
"2016-10-12",1429380.92778678,2054348.78676237,567925.47844789,"france","with_book"
"2016-10-13",1511535.4368245,1988543.5239433,495839.891809224,"france","with_book"
"2016-10-14",1582171.19014072,2051206.54392075,492729.904095091,"france","with_book"
"2016-10-15",2284179.09368309,2599386.44634611,575154.071235823,"france","with_book"
"2016-10-16",2001030.40589175,2704869.01702825,601639.190604351,"france","with_book"
"2016-10-17",1512207.76122016,2058534.31716438,500183.729964215,"france","with_book"
"2016-10-18",1498944.73532054,2051733.67547438,493460.340279884,"france","with_book"
"2016-10-19",1508020.66582948,1974052.90606446,489821.210974526,"france","with_book"
"2016-10-20",1742732.90611529,2128372.9621482,492362.83666918,"france","with_book"
"2016-10-21",1903630.62852074,2292098.60128649,571217.835697536,"france","with_book"
"2016-10-22",1971011.3424926,2529705.2710796,655413.103824698,"france","with_book"
"2016-10-23",1984425.26382344,2679316.97477686,727957.870643988,"france","with_book"
"2016-10-24",1592104.50858706,2133546.13401871,654462.077629273,"france","with_book"
"2016-10-25",1582343.62901359,2216404.90209876,488383.936272175,"france","with_book"
"2016-10-26",1669128.6942912,2206731.93583852,572610.675217885,"france","with_book"
"2016-10-27",1587731.99535441,2211470.39597704,573822.954395837,"france","with_book"
"2016-10-28",1983057.28673914,2061094.5298348,652853.082508233,"france","with_book"
"2016-10-29",2210401.25975689,2443575.57067275,799134.457712202,"france","with_book"
"2016-10-30",1822651.24559237,2446988.47021411,966145.333853651,"france","with_book"
"2016-10-31",1747067.7696835,2056933.59777002,890158.660425763,"france","with_book"
"2016-11-01",1893842.57390978,2360839.49781199,727882.074769496,"france","with_book"
"2016-11-02",1434762.26316058,1975018.64997751,727979.341995286,"france","with_book"
"2016-11-03",1437806.14880973,1748242.73101856,886306.012844331,"france","with_book"
"2016-11-04",1748271.37322153,2130662.42972211,881365.352035723,"france","with_book"
"2016-11-05",2124722.34451352,2453102.08499315,1037698.07399358,"france","with_book"
"2016-11-06",2059097.16801663,2525083.23847929,1036811.09177262,"france","with_book"
"2016-11-07",1588328.62204959,1977719.38380236,652048.799134118,"france","with_book"
"2016-11-08",1504580.91213343,1904229.66792857,729987.072534958,"france","with_book"
"2016-11-09",1429093.79399977,1819016.99119021,647526.965163066,"france","with_book"
"2016-11-10",1974225.26512093,2054482.62662771,728081.62953327,"france","with_book"
"2016-11-11",2758468.92778678,2836988.78676237,804117.47844789,"france","with_book"
"2016-11-12",7054079.4368245,2691119.5239433,964223.891809224,"france","with_book"
"2016-11-13",7831291.19014072,2523590.54392075,965113.904095091,"france","with_book"
"2016-11-14",2676499.09368309,1976874.44634611,733282.071235823,"france","with_book"
"2016-11-15",1975030.40589175,1976293.01702825,731767.190604351,"france","with_book"
"2016-11-16",1668335.76122016,2136598.31716438,734375.729964215,"france","with_book"
"2016-11-17",1653072.73532054,2049733.67547438,725652.340279885,"france","with_book"
"2016-11-18",1820276.66582948,2286308.90606446,724013.210974526,"france","with_book"
"2016-11-19",2213116.90611529,2676820.9621482,962746.83666918,"france","with_book"
"2016-11-20",1979694.62852074,2524290.60128649,881473.835697536,"france","with_book"
"2016-11-21",1656755.3424926,1981257.2710796,731477.103824698,"france","with_book"
"2016-11-22",1594105.26382344,1976740.97477686,649893.870643988,"france","with_book"
"2016-11-23",1668168.50858706,2053482.13401871,652462.077629273,"france","with_book"
"2016-11-24",1508279.62901359,2064276.90209876,570447.936272175,"france","with_book"
"2016-11-25",1673128.6942912,2054603.93583852,732738.675217885,"france","with_book"
"2016-11-26",2132179.99535441,2599790.39597704,884078.954395837,"france","with_book"
"2016-11-27",1900993.28673914,2681606.5298348,883045.082508233,"france","with_book"
"2016-11-28",1349697.25975689,2051255.57067275,953262.457712202,"france","with_book"
"2016-11-29",1430331.24559237,1976604.47021411,1120273.33385365,"france","with_book"
"2016-11-30",1590939.7696835,1978869.59777002,2061118.66042576,"france","with_book"
"2016-12-01",1503522.57390978,1892455.49781199,2367226.0747695,"france","with_book"
"2016-12-02",1825082.26316058,2209210.64997751,2133131.34199529,"france","with_book"
"2016-12-03",2060318.14880973,2604946.73101856,2133330.01284433,"france","with_book"
"2016-12-04",1982463.37322153,2520982.42972211,1662005.35203572,"france","with_book"
"2016-12-05",1420146.34451352,1904654.08499315,1113762.07399358,"france","with_book"
"2016-12-06",1436585.16801663,1980635.23847929,882683.091772624,"france","with_book"
"2016-12-07",1588328.62204959,2055783.38380236,808176.799134118,"france","with_book"
"2016-12-08",1818836.91213343,2062357.66792857,810051.072534958,"france","with_book"
"2016-12-09",1821413.79399977,2055208.99119021,805654.965163066,"france","with_book"
"2016-12-10",1974225.26512093,2757058.62662771,962273.62953327,"france","with_book"
"2016-12-11",1899764.92778678,2836988.78676237,960245.47844789,"france","with_book"
"2016-09-13",4738095.4368245,4746719.5239433,3254015.89180922,"newyork","with_book"
"2016-09-14",4812731.19014072,4657254.54392075,2942649.90409509,"newyork","with_book"
"2016-09-15",4814163.09368309,4739050.44634611,3027074.07123582,"newyork","with_book"
"2016-09-16",4799270.40589175,4644405.01702825,3399879.19060435,"newyork","with_book"
"2016-09-17",5191151.76122016,5737478.31716438,3554615.72996421,"newyork","with_book"
"2016-09-18",5027760.73532054,5346357.67547438,3788084.34027988,"newyork","with_book"
"2016-09-19",4416324.66582948,4492036.90606446,3085869.21097453,"newyork","with_book"
"2016-09-20",4574972.90611529,4804484.9621482,3012346.83666918,"newyork","with_book"
"2016-09-21",4647806.62852074,4567890.60128649,3315393.83569754,"newyork","with_book"
"2016-09-22",4637123.3424926,4805497.2710796,2931205.1038247,"newyork","with_book"
"2016-09-23",4646537.26382344,4794980.97477686,3233941.87064399,"newyork","with_book"
"2016-09-24",5263048.50858706,5726426.13401871,3857022.07762927,"newyork","with_book"
"2016-09-25",4712839.62901359,5503028.90209876,3775007.93627218,"newyork","with_book"
"2016-09-26",4413304.6942912,4560587.93583852,3238722.67521789,"newyork","with_book"
"2016-09-27",4247843.99535441,4403198.39597704,3390062.95439584,"newyork","with_book"
"2016-09-28",4649169.28673914,4727206.5298348,3240901.08250823,"newyork","with_book"
"2016-09-29",4638321.25975689,4325047.57067275,2992862.4577122,"newyork","with_book"
"2016-09-30",4556827.24559237,4712780.47021411,3153873.33385365,"newyork","with_book"
"2016-10-01",4783499.7696835,5639813.59777002,4238846.66042576,"newyork","with_book"
"2016-10-02",4696082.57390978,5553399.49781199,3998506.0747695,"newyork","with_book"
"2016-10-03",4245002.26316058,5019450.64997751,3538219.34199529,"newyork","with_book"
"2016-10-04",4332110.14880973,4720610.73101856,3624482.01284433,"newyork","with_book"
"2016-10-05",4408383.37322153,4244326.42972211,3307285.35203572,"newyork","with_book"
"2016-10-06",4398514.34451352,4414638.08499315,3155362.07399358,"newyork","with_book"
"2016-10-07",4559081.16801663,4634747.23847929,3302603.09177262,"newyork","with_book"
"2016-10-08",4782888.6220496,5406471.38380236,4393056.79913412,"newyork","with_book"
"2016-10-09",4549012.91213343,5495109.66792857,4476995.07253496,"newyork","with_book"
"2016-10-10",3923077.79399977,4625256.99119021,3766022.96516307,"newyork","with_book"
"2016-10-11",4326081.26512093,5343106.62662771,3938641.62953327,"newyork","with_book"
"2016-10-12",4479812.92778678,5026716.78676237,3930613.47844789,"newyork","with_book"
"2016-10-13",4718095.4368245,4804783.5239433,3858527.89180922,"newyork","with_book"
"2016-10-14",4710667.19014072,4633254.54392075,3933481.90409509,"newyork","with_book"
"2016-10-15",4936291.09368309,5719882.44634611,4398226.07123582,"newyork","with_book"
"2016-10-16",4483014.40589175,5342981.01702825,4254583.19060435,"newyork","with_book"
"2016-10-17",4258383.76122016,4570518.31716438,3948935.72996421,"newyork","with_book"
"2016-10-18",4407248.73532054,4881973.67547438,3948212.34027988,"newyork","with_book"
"2016-10-19",4334260.66582948,4566100.90606446,4018637.21097453,"newyork","with_book"
"2016-10-20",4334780.90611529,4408164.9621482,4021178.83666918,"newyork","with_book"
"2016-10-21",4637806.62852074,4714018.60128649,4476353.83569754,"newyork","with_book"
"2016-10-22",4939379.3424926,5732265.2710796,5028933.1038247,"newyork","with_book"
"2016-10-23",4638537.26382344,5567620.97477686,5177541.87064399,"newyork","with_book"
"2016-10-24",4416344.50858706,5270042.13401871,4805790.07762927,"newyork","with_book"
"2016-10-25",4486647.62901359,5042644.90209876,5032031.93627218,"newyork","with_book"
"2016-10-26",4497368.6942912,4878843.93583852,5040194.67521789,"newyork","with_book"
"2016-10-27",4490035.99535441,4645390.39597704,5427726.95439584,"newyork","with_book"
"2016-10-28",4721233.28673914,4252822.5298348,5889077.08250823,"newyork","with_book"
"2016-10-29",4856513.25975689,5480007.57067275,7894894.4577122,"newyork","with_book"
"2016-10-30",4556827.24559237,5883740.47021411,6120305.33385365,"newyork","with_book"
"2016-10-31",4479243.7696835,4476853.59777002,4481038.66042576,"newyork","with_book"
"2016-11-01",4640018.57390978,4872823.49781199,3474058.0747695,"newyork","with_book"
"2016-11-02",4647322.26316058,4719194.64997751,3237963.34199529,"newyork","with_book"
